SequenceID	MarkerGene	mOTU	mOTU linkage Group Name
763496533-stool2_revised_scaffold52285_1_gene163705	COG0215	COG0215.OTUcal.v2.1784	motu_linkage_group_135
347256.MHO_1170	COG0016	COG0016.OTUcal.v2.736	-
683837.lse_2660	COG0172	COG0172.OTUcal.v2.1534	-
76114.ebA7186	COG0525	COG0525.OTUcal.v2.1435	-
381754.PSPA7_1279	COG0525	COG0525.OTUcal.v2.772	-
766145.SFVA6_3948	COG0533	COG0533.OTUcal.v2.933	motu_linkage_group_607
314607.KB13_1312	COG0215	COG0215.OTUcal.v2.357	-
653045.Strvi_0712	COG0018	COG0018.OTUcal.v2.850	-
873449.STRCR_1558	COG0541	COG0541.OTUcal.v2.1097	-
545693.BMQ_4217	COG0552	COG0552.OTUcal.v2.819	-
501479.CSE45_1655	COG0018	COG0018.OTUcal.v2.651	-
525373.HMPREF0766_11417	COG0018	COG0018.OTUcal.v2.1501	-
MH0014_revised_scaffold9491_2_gene40374	COG0012	COG0012.OTUcal.v2.1741	motu_linkage_group_104
O2.UC23-0_revised_scaffold3131_1_gene40021	COG0016	COG0016.OTUcal.v2.1761	motu_linkage_group_134
1033837.WANG_1362	COG0012	COG0012.OTUcal.v2.480	-
457403.HMPREF0401_02586	COG0172	COG0172.OTUcal.v2.1655	-
MH0002_revised_scaffold3310_7_gene22703	COG0018	COG0018.OTUcal.v2.1713	motu_linkage_group_104
1028804.GGA_0375	COG0018	COG0018.OTUcal.v2.309	-
159733294-stool1_revised_scaffold7005_1_gene69274	COG0541	COG0541.OTUcal.v2.676	motu_linkage_group_146
1116375.VEJY3_01835	COG0533	COG0533.OTUcal.v2.1005	-
992404.ABNIH3_16291	COG0495	COG0495.OTUcal.v2.1048	-
436308.Nmar_0967	COG0215	COG0215.OTUcal.v2.1600	-
764447348-stool2_revised_scaffold33300_3_gene59741	COG0215	COG0215.OTUcal.v2.1649	motu_linkage_group_95
862515.HMPREF0658_2128	COG0533	COG0533.OTUcal.v2.214	-
563008.HMPREF0665_00332	COG0172	COG0172.OTUcal.v2.350	-
508703490-stool1_revised_scaffold23889_1_gene62897	COG0552	COG0552.OTUcal.v2.1756	motu_linkage_group_238
645465.SSTG_03641	COG0541	COG0541.OTUcal.v2.58	-
1105102.RPL_05165	COG0012	COG0012.OTUcal.v2.1060	-
MH0012_revised_scaffold130946_6_gene232621	COG0541	COG0541.OTUcal.v2.1860	motu_linkage_group_379
519851.UPA6_A0449	COG0533	COG0533.OTUcal.v2.1598	-
764588959-stool1_revised_scaffold7924_7_gene153885	COG0541	COG0541.OTUcal.v2.1765	-
526222.Desal_0650	COG0495	COG0495.OTUcal.v2.307	-
526977.bcere0010_45290	COG0495	COG0495.OTUcal.v2.1748	-
592313.VCG_003053	COG0495	COG0495.OTUcal.v2.511	-
764325968-stool1_revised_scaffold3071_1_gene86916	COG0495	COG0495.OTUcal.v2.310	motu_linkage_group_93
763577454-stool2_revised_C1043644_1_gene199727	COG0016	COG0016.OTUcal.v2.1745	motu_linkage_group_274
904738.SA21235_2687	COG0018	COG0018.OTUcal.v2.495	-
398000.Cj8486_1211c	COG0018	COG0018.OTUcal.v2.1252	-
MH0066_revised_scaffold20587_5_gene72329	COG0552	COG0552.OTUcal.v2.1755	motu_linkage_group_333
159207311-stool2_revised_scaffold36645_2_gene95083	COG0552	COG0552.OTUcal.v2.863	motu_linkage_group_170
604812005-stool2_revised_scaffold54638_1_gene44340	COG0018	COG0018.OTUcal.v2.1893	motu_linkage_group_161
V1.UC9-0_revised_scaffold12821_6_gene15242	COG0495	COG0495.OTUcal.v2.458	motu_linkage_group_155
365044.Pnap_1416	COG0533	COG0533.OTUcal.v2.1119	-
595494.Tola_2310	COG0172	COG0172.OTUcal.v2.1336	-
525244.HMPREF0023_3128	COG0016	COG0016.OTUcal.v2.1516	-
MH0006_revised_scaffold222006_1_gene73596	COG0012	COG0012.OTUcal.v2.1739	motu_linkage_group_38
159166850-stool1_revised_C1071485_1_gene52790	COG0533	COG0533.OTUcal.v2.1883	motu_linkage_group_342
160400887-stool1_revised_scaffold35380_2_gene1296	COG0215	COG0215.OTUcal.v2.1813	motu_linkage_group_34
69014.TK1140	COG0172	COG0172.OTUcal.v2.1630	-
522306.CAP2UW1_4130	COG0525	COG0525.OTUcal.v2.813	-
212042.APH_1285	COG0012	COG0012.OTUcal.v2.475	-
657324.CIY_10550	COG0012	COG0012.OTUcal.v2.1544	-
159571453-stool2_revised_C1197548_1_gene184109	COG0495	COG0495.OTUcal.v2.1844	motu_linkage_group_348
764487809-stool1_revised_C1044361_1_gene187989	COG0525	COG0525.OTUcal.v2.1986	motu_linkage_group_496
861967750-stool1_revised_scaffold41299_1_gene32492	COG0018	COG0018.OTUcal.v2.1710	motu_linkage_group_391
188626.HMPREF0321_1684	COG0016	COG0016.OTUcal.v2.1530	-
MH0086_revised_scaffold72705_2_gene7094	COG0533	COG0533.OTUcal.v2.299	motu_linkage_group_216
245014.CK3_27530	COG0552	COG0552.OTUcal.v2.1024	motu_linkage_group_580
MH0030_revised_scaffold5437_5_gene28540	COG0172	COG0172.OTUcal.v2.1985	motu_linkage_group_51
405532.BCB4264_A3944	COG0541	COG0541.OTUcal.v2.764	-
537021.CLIBASIA_02990	COG0541	COG0541.OTUcal.v2.199	-
888728.HMPREF9095_0074	COG0012	COG0012.OTUcal.v2.1668	-
765101.HMPREF9599_02331	COG0215	COG0215.OTUcal.v2.460	-
763577454-stool1_revised_scaffold38543_1_gene57625	COG0172	COG0172.OTUcal.v2.1713	motu_linkage_group_134
561229.Dd1591_1955	COG0016	COG0016.OTUcal.v2.1030	-
764062976-stool2_revised_scaffold46554_3_gene99021	COG0172	COG0172.OTUcal.v2.1723	motu_linkage_group_376
107806.BU366	COG0525	COG0525.OTUcal.v2.196	-
764285508-stool1_revised_scaffold33296_1_gene113253	COG0172	COG0172.OTUcal.v2.1860	motu_linkage_group_391
428406.Rpic12D_2031	COG0533	COG0533.OTUcal.v2.363	-
888062.HMPREF9083_1180	COG0016	COG0016.OTUcal.v2.761	-
638754422-stool1_revised_scaffold18278_1_gene56752	COG0541	COG0541.OTUcal.v2.425	motu_linkage_group_141
763759525-stool2_revised_scaffold2305_2_gene25088	COG0552	COG0552.OTUcal.v2.357	motu_linkage_group_100
395495.Lcho_4230	COG0018	COG0018.OTUcal.v2.1043	-
888048.HMPREF8577_0010	COG0525	COG0525.OTUcal.v2.1727	-
868131.MSWAN_1074	COG0016	COG0016.OTUcal.v2.870	-
765640925-stool1_revised_scaffold27453_1_gene14581	COG0215	COG0215.OTUcal.v2.839	motu_linkage_group_178
985080.hp2018_1501	COG0495	COG0495.OTUcal.v2.1471	-
683837.lse_1582	COG0495	COG0495.OTUcal.v2.1591	-
2110.MAGa5350	COG0018	COG0018.OTUcal.v2.519	-
904296.HMPREF9124_1414	COG0552	COG0552.OTUcal.v2.1512	-
360109.JJD26997_1237	COG0525	COG0525.OTUcal.v2.1270	-
911045.PSE_0293	COG0495	COG0495.OTUcal.v2.1199	-
228399.appser1_6740	COG0016	COG0016.OTUcal.v2.600	-
351348.Maqu_3746	COG0552	COG0552.OTUcal.v2.337	-
502346.ESCCO14588_4109	COG0018	COG0018.OTUcal.v2.927	motu_linkage_group_607
269483.Bcep18194_B2209	COG0533	COG0533.OTUcal.v2.95	-
525909.Afer_1815	COG0018	COG0018.OTUcal.v2.1400	-
MH0059_revised_scaffold8158_1_gene56611	COG0018	COG0018.OTUcal.v2.1702	motu_linkage_group_135
156586.BBFL7_00887	COG0018	COG0018.OTUcal.v2.167	-
498742.BSPA14S_0604	COG0018	COG0018.OTUcal.v2.1388	-
525329.HMPREF0526_10821	COG0525	COG0525.OTUcal.v2.492	-
158337416-stool2_revised_scaffold444_1_gene30171	COG0012	COG0012.OTUcal.v2.50	motu_linkage_group_319
591167.Sfla_2472	COG0533	COG0533.OTUcal.v2.779	-
V1.CD8-0_revised_scaffold4855_3_gene34553	COG0541	COG0541.OTUcal.v2.1822	motu_linkage_group_120
158337416-stool1_revised_scaffold4364_1_gene178294	COG0018	COG0018.OTUcal.v2.50	motu_linkage_group_319
764002286-stool1_revised_scaffold8187_2_gene126252	COG0533	COG0533.OTUcal.v2.1696	motu_linkage_group_206
MH0028_revised_scaffold11039_2_gene7979	COG0533	COG0533.OTUcal.v2.1708	motu_linkage_group_225
71421.HI0921	COG0495	COG0495.OTUcal.v2.1727	-
502558.EGYY_17160	COG0541	COG0541.OTUcal.v2.1412	-
765640925-stool1_revised_scaffold8196_1_gene6547	COG0215	COG0215.OTUcal.v2.1774	motu_linkage_group_282
MH0069_revised_scaffold6645_1_gene90923	COG0172	COG0172.OTUcal.v2.1876	-
292459.STH444	COG0495	COG0495.OTUcal.v2.581	-
764588959-stool1_revised_C846741_1_gene458	COG0525	COG0525.OTUcal.v2.663	motu_linkage_group_262
MH0002_revised_scaffold18189_5_gene31037	COG0215	COG0215.OTUcal.v2.2013	motu_linkage_group_362
693982.Sinme_3322	COG0495	COG0495.OTUcal.v2.16	-
326297.Sama_0443	COG0018	COG0018.OTUcal.v2.1383	-
158337416-stool1_revised_C1229478_1_gene33399	COG0016	COG0016.OTUcal.v2.1971	motu_linkage_group_293
368408.Tpen_0950	COG0016	COG0016.OTUcal.v2.647	-
765094712-stool2_revised_scaffold4191_2_gene32164	COG0018	COG0018.OTUcal.v2.861	motu_linkage_group_170
990288.Atc_0421	COG0495	COG0495.OTUcal.v2.1301	-
159369152-stool2_revised_scaffold9787_2_gene25930	COG0018	COG0018.OTUcal.v2.1358	motu_linkage_group_299
1142511.WIGMOR_0416	COG0012	COG0012.OTUcal.v2.1107	-
158337416-stool1_revised_scaffold30476_1_gene222796	COG0012	COG0012.OTUcal.v2.679	motu_linkage_group_593
MH0012_revised_scaffold44207_2_gene218065	COG0525	COG0525.OTUcal.v2.2125	-
706846339-stool1_revised_C1096365_1_gene174508	COG0012	COG0012.OTUcal.v2.1820	motu_linkage_group_120
926569.ANT_16050	COG0541	COG0541.OTUcal.v2.1409	-
74546.PMT9312_1234	COG0012	COG0012.OTUcal.v2.980	-
74546.PMT9312_1237	COG0215	COG0215.OTUcal.v2.277	-
765701615-stool1_revised_C1414328_1_gene97391	COG0018	COG0018.OTUcal.v2.1740	motu_linkage_group_463
763860675-stool2_revised_scaffold16615_2_gene171772	COG0541	COG0541.OTUcal.v2.1744	motu_linkage_group_258
221109.OB2307	COG0495	COG0495.OTUcal.v2.96	-
526968.bcere0009_51830	COG0012	COG0012.OTUcal.v2.1666	-
262728.R2866_0180	COG0012	COG0012.OTUcal.v2.137	-
720554.Clocl_2651	COG0552	COG0552.OTUcal.v2.1620	-
1042877.GQS_03240	COG0016	COG0016.OTUcal.v2.474	-
1055528.HPPN120_01620	COG0018	COG0018.OTUcal.v2.1282	-
MH0030_revised_scaffold22330_1_gene49537	COG0525	COG0525.OTUcal.v2.1989	motu_linkage_group_297
161528.ED21_30944	COG0018	COG0018.OTUcal.v2.494	-
159227541-stool2_revised_scaffold18109_1_gene53780	COG0012	COG0012.OTUcal.v2.238	motu_linkage_group_641
MH0084_revised_scaffold16482_3_gene12328	COG0541	COG0541.OTUcal.v2.869	motu_linkage_group_370
272620.KPN_02176	COG0016	COG0016.OTUcal.v2.1039	motu_linkage_group_714
355276.LBL_1256	COG0018	COG0018.OTUcal.v2.208	-
159247771-stool2_revised_C464215_1_gene30160	COG0016	COG0016.OTUcal.v2.1999	motu_linkage_group_404
764508039-stool1_revised_scaffold12840_2_gene23721	COG0012	COG0012.OTUcal.v2.1828	motu_linkage_group_437
465543.SSBG_05347	COG0552	COG0552.OTUcal.v2.1596	-
MH0033_revised_scaffold3695_3_gene52313	COG0018	COG0018.OTUcal.v2.1758	motu_linkage_group_260
288000.BBta_0375	COG0552	COG0552.OTUcal.v2.1382	-
754093.SD1617_5676	COG0012	COG0012.OTUcal.v2.923	motu_linkage_group_607
737052003-stool1_revised_scaffold24934_3_gene80468	COG0172	COG0172.OTUcal.v2.1813	motu_linkage_group_456
604812005-stool1_revised_C828749_1_gene48404	COG0495	COG0495.OTUcal.v2.2093	-
411903.COLAER_00128	COG0495	COG0495.OTUcal.v2.1191	motu_linkage_group_505
159268001-stool1_revised_scaffold322_2_gene117483	COG0215	COG0215.OTUcal.v2.49	motu_linkage_group_319
MH0060_revised_scaffold110_5_gene70440	COG0525	COG0525.OTUcal.v2.1919	motu_linkage_group_57
316058.RPB_0362	COG0552	COG0552.OTUcal.v2.418	-
491916.RHECIAT_CH0003190	COG0012	COG0012.OTUcal.v2.1626	-
159814214-stool1_revised_C616609_1_gene80255	COG0012	COG0012.OTUcal.v2.1721	motu_linkage_group_190
330779.Saci_1511	COG0016	COG0016.OTUcal.v2.554	-
159268001-stool1_revised_scaffold38703_1_gene158030	COG0016	COG0016.OTUcal.v2.1723	motu_linkage_group_258
1005042.SSUD9_1789	COG0172	COG0172.OTUcal.v2.760	-
395019.BMULJ_00814	COG0172	COG0172.OTUcal.v2.490	-
764487809-stool1_revised_scaffold16835_1_gene61495	COG0525	COG0525.OTUcal.v2.1827	motu_linkage_group_566
458234.FTA_1684	COG0018	COG0018.OTUcal.v2.1418	-
314345.SPV1_13577	COG0018	COG0018.OTUcal.v2.995	-
465516.SeH_A1828	COG0018	COG0018.OTUcal.v2.93	-
768728.HMPREF9269_2069	COG0525	COG0525.OTUcal.v2.35	-
MH0033_revised_scaffold35536_1_gene48608	COG0525	COG0525.OTUcal.v2.1587	motu_linkage_group_372
583358.Tmath_0360	COG0495	COG0495.OTUcal.v2.587	-
764325968-stool2_revised_scaffold6734_2_gene13480	COG0172	COG0172.OTUcal.v2.1580	motu_linkage_group_109
MH0041_revised_scaffold9284_1_gene74162	COG0012	COG0012.OTUcal.v2.1802	motu_linkage_group_613
465817.ETA_14750	COG0018	COG0018.OTUcal.v2.645	-
160765029-stool1_revised_scaffold12108_1_gene60627	COG0533	COG0533.OTUcal.v2.1707	motu_linkage_group_126
765124.HMPREF9622_01393	COG0012	COG0012.OTUcal.v2.1493	-
159611913-stool1_revised_scaffold2498_2_gene111283	COG0172	COG0172.OTUcal.v2.833	motu_linkage_group_178
160400887-stool1_revised_C1538046_1_gene52458	COG0018	COG0018.OTUcal.v2.1752	motu_linkage_group_251
469608.HMPREF0485_00801	COG0016	COG0016.OTUcal.v2.1039	motu_linkage_group_714
592205.HELPY_0322	COG0018	COG0018.OTUcal.v2.1282	-
V1.CD8-0_revised_scaffold39767_3_gene38813	COG0016	COG0016.OTUcal.v2.1836	motu_linkage_group_389
160158126-stool1_revised_scaffold1984_1_gene52603	COG0541	COG0541.OTUcal.v2.425	motu_linkage_group_141
158742018-stool1_revised_scaffold25348_1_gene122379	COG0533	COG0533.OTUcal.v2.13	motu_linkage_group_380
160158126-stool2_revised_scaffold8994_1_gene39146	COG0172	COG0172.OTUcal.v2.1686	motu_linkage_group_135
577650.Despr_1426	COG0016	COG0016.OTUcal.v2.609	-
360105.CCV52592_1254	COG0018	COG0018.OTUcal.v2.107	-
1030843.PGTDC60_0138	COG0215	COG0215.OTUcal.v2.303	-
861967750-stool1_revised_scaffold41425_2_gene114013	COG0525	COG0525.OTUcal.v2.240	motu_linkage_group_81
355276.LBL_1872	COG0215	COG0215.OTUcal.v2.207	-
407976.Sbal223_2753	COG0215	COG0215.OTUcal.v2.1015	-
V1.CD11-0_revised_scaffold22435_6_gene23490	COG0525	COG0525.OTUcal.v2.1208	motu_linkage_group_455
765620695-stool1_revised_scaffold4482_1_gene70435	COG0525	COG0525.OTUcal.v2.1069	motu_linkage_group_396
MH0077_revised_scaffold16691_1_gene45711	COG0215	COG0215.OTUcal.v2.2011	-
159247771-stool2_revised_scaffold2489_2_gene41684	COG0533	COG0533.OTUcal.v2.206	motu_linkage_group_311
MH0006_revised_scaffold129180_1_gene81606	COG0012	COG0012.OTUcal.v2.1787	motu_linkage_group_145
764291.STRUR_0080	COG0018	COG0018.OTUcal.v2.61	-
402882.Shew185_3299	COG0012	COG0012.OTUcal.v2.1009	-
500639.ENTCAN_05784	COG0016	COG0016.OTUcal.v2.513	-
764224817-stool1_revised_scaffold15706_2_gene59939	COG0552	COG0552.OTUcal.v2.2090	motu_linkage_group_532
765074482-stool1_revised_scaffold45533_1_gene44197	COG0533	COG0533.OTUcal.v2.1210	motu_linkage_group_405
159247771-stool1_revised_scaffold5492_1_gene63781	COG0533	COG0533.OTUcal.v2.1700	motu_linkage_group_691
765094712-stool1_revised_scaffold5950_1_gene7181	COG0495	COG0495.OTUcal.v2.2149	-
478801.Ksed_10980	COG0541	COG0541.OTUcal.v2.766	-
525903.Taci_1232	COG0533	COG0533.OTUcal.v2.669	-
909946.STM474_1341	COG0016	COG0016.OTUcal.v2.95	-
675814.VIC_004800	COG0012	COG0012.OTUcal.v2.416	-
1125630.KPHS_15130	COG0495	COG0495.OTUcal.v2.1724	-
318167.Sfri_2992	COG0533	COG0533.OTUcal.v2.1024	-
561180.BIFGAL_04369	COG0525	COG0525.OTUcal.v2.280	-
204669.Acid345_3336	COG0552	COG0552.OTUcal.v2.1096	-
66692.ABC0013	COG0172	COG0172.OTUcal.v2.1621	-
158458797-stool1_revised_scaffold6057_1_gene14488	COG0018	COG0018.OTUcal.v2.1423	motu_linkage_group_105
228399.appser1_9350	COG0172	COG0172.OTUcal.v2.595	-
159571453-stool2_revised_C1202382_1_gene35368	COG0525	COG0525.OTUcal.v2.300	motu_linkage_group_216
MH0049_revised_scaffold11849_2_gene5290	COG0533	COG0533.OTUcal.v2.1506	motu_linkage_group_116
527022.bthur0007_36940	COG0552	COG0552.OTUcal.v2.1691	-
451756.AC5_2264	COG0525	COG0525.OTUcal.v2.124	-
763577454-stool1_revised_scaffold24103_1_gene37211	COG0215	COG0215.OTUcal.v2.1761	motu_linkage_group_191
160704339-stool1_revised_scaffold18444_1_gene66947	COG0525	COG0525.OTUcal.v2.843	motu_linkage_group_178
399795.CtesDRAFT_PD0774	COG0172	COG0172.OTUcal.v2.488	-
93059.P9211_12121	COG0012	COG0012.OTUcal.v2.595	-
629265.PMA4326_16481	COG0495	COG0495.OTUcal.v2.792	-
160704339-stool1_revised_scaffold29469_1_gene74064	COG0552	COG0552.OTUcal.v2.2126	motu_linkage_group_566
573370.DMR_21640	COG0533	COG0533.OTUcal.v2.439	-
764447348-stool1_revised_scaffold164_2_gene24896	COG0525	COG0525.OTUcal.v2.1832	motu_linkage_group_131
644284.Arch_0957	COG0016	COG0016.OTUcal.v2.950	-
653938.LM5578_0080	COG0012	COG0012.OTUcal.v2.618	-
765701615-stool1_revised_scaffold50858_1_gene207623	COG0552	COG0552.OTUcal.v2.2068	-
MH0006_revised_scaffold10329_1_gene101426	COG0533	COG0533.OTUcal.v2.1721	motu_linkage_group_394
596319.STAWA0001_1531	COG0495	COG0495.OTUcal.v2.1699	-
518637.EUBIFOR_01921	COG0018	COG0018.OTUcal.v2.1203	motu_linkage_group_347
177437.HRM2_11070	COG0172	COG0172.OTUcal.v2.1107	-
159207311-stool2_revised_scaffold37064_2_gene34613	COG0215	COG0215.OTUcal.v2.824	motu_linkage_group_214
525255.HMPREF0077_2051	COG0018	COG0018.OTUcal.v2.1120	-
391597.LMED105_07538	COG0525	COG0525.OTUcal.v2.1490	-
879305.HMPREF9290_1445	COG0012	COG0012.OTUcal.v2.54	-
MH0079_revised_scaffold35464_1_gene20658	COG0016	COG0016.OTUcal.v2.1725	motu_linkage_group_362
210007.SMU_1060	COG0541	COG0541.OTUcal.v2.1080	-
158944319-stool2_revised_scaffold20180_2_gene9204	COG0541	COG0541.OTUcal.v2.1804	motu_linkage_group_333
MH0011_revised_scaffold8955_3_gene23230	COG0525	COG0525.OTUcal.v2.1835	-
379066.GAU_0518	COG0495	COG0495.OTUcal.v2.1571	-
167555.NATL1_21531	COG0525	COG0525.OTUcal.v2.791	-
1053692.GYY_02145	COG0533	COG0533.OTUcal.v2.1293	-
V1.CD3-0_revised_scaffold2273_18_gene37156	COG0172	COG0172.OTUcal.v2.1611	motu_linkage_group_95
593117.TGAM_1943	COG0172	COG0172.OTUcal.v2.613	-
158802708-stool1_revised_scaffold36834_1_gene110853	COG0012	COG0012.OTUcal.v2.1700	motu_linkage_group_206
521096.Tpau_0605	COG0215	COG0215.OTUcal.v2.568	-
158944319-stool2_revised_scaffold12731_1_gene18519	COG0018	COG0018.OTUcal.v2.1850	motu_linkage_group_333
1000569.HMPREF1040_0355	COG0525	COG0525.OTUcal.v2.691	-
159268001-stool2_revised_scaffold2746_1_gene141755	COG0018	COG0018.OTUcal.v2.1690	motu_linkage_group_212
763597684-stool1_revised_scaffold65161_1_gene11151	COG0495	COG0495.OTUcal.v2.1640	motu_linkage_group_109
390333.Ldb1570	COG0495	COG0495.OTUcal.v2.1163	-
550534656-stool1_revised_scaffold6612_2_gene31780	COG0525	COG0525.OTUcal.v2.663	motu_linkage_group_262
764285508-stool1_revised_scaffold21359_1_gene149259	COG0495	COG0495.OTUcal.v2.835	motu_linkage_group_214
525328.HMPREF0520_0777	COG0172	COG0172.OTUcal.v2.1634	-
V1.UC18-0_revised_scaffold504_5_gene30939	COG0552	COG0552.OTUcal.v2.429	motu_linkage_group_213
575594.HMPREF0501_00575	COG0018	COG0018.OTUcal.v2.292	-
MH0012_revised_scaffold3094_6_gene239299	COG0018	COG0018.OTUcal.v2.1901	motu_linkage_group_379
526990.bcere0026_43150	COG0016	COG0016.OTUcal.v2.767	-
159753524-stool1_revised_scaffold341_2_gene5093	COG0495	COG0495.OTUcal.v2.1811	motu_linkage_group_126
1000589.HMPREF9964_1540	COG0018	COG0018.OTUcal.v2.721	-
182082.CpB1008	COG0552	COG0552.OTUcal.v2.387	-
743720.Psefu_2752	COG0016	COG0016.OTUcal.v2.866	-
204669.Acid345_3198	COG0012	COG0012.OTUcal.v2.1083	-
749516.HMPREF9519_00911	COG0172	COG0172.OTUcal.v2.440	-
158742018-stool1_revised_C803953_1_gene57467	COG0525	COG0525.OTUcal.v2.2083	motu_linkage_group_495
158499257-stool1_revised_C1448562_1_gene123647	COG0541	COG0541.OTUcal.v2.2117	-
407148.C8J_0676	COG0541	COG0541.OTUcal.v2.1707	-
160400887-stool1_revised_C1532167_1_gene191281	COG0016	COG0016.OTUcal.v2.1790	motu_linkage_group_302
765620695-stool1_revised_scaffold6258_1_gene19849	COG0552	COG0552.OTUcal.v2.1934	motu_linkage_group_624
443143.GM18_1946	COG0018	COG0018.OTUcal.v2.1155	-
443143.GM18_1940	COG0533	COG0533.OTUcal.v2.1171	-
342614.SAL_0508	COG0525	COG0525.OTUcal.v2.1071	-
683083.C414_000210028	COG0525	COG0525.OTUcal.v2.245	-
391735.Veis_0466	COG0012	COG0012.OTUcal.v2.1466	-
MH0054_revised_scaffold5172_4_gene13726	COG0012	COG0012.OTUcal.v2.2051	motu_linkage_group_307
556270.MBAG_03342	COG0172	COG0172.OTUcal.v2.1669	-
159227541-stool2_revised_C970760_1_gene158598	COG0495	COG0495.OTUcal.v2.621	motu_linkage_group_265
455488.A2cp1_3828	COG0533	COG0533.OTUcal.v2.239	-
411459.RUMOBE_00533	COG0018	COG0018.OTUcal.v2.1342	motu_linkage_group_544
763982056-stool1_revised_scaffold23405_1_gene117155	COG0016	COG0016.OTUcal.v2.1851	-
MH0074_revised_scaffold32176_5_gene10384	COG0018	COG0018.OTUcal.v2.1691	motu_linkage_group_115
765135172-stool1_revised_scaffold22174_1_gene25206	COG0215	COG0215.OTUcal.v2.659	motu_linkage_group_262
331635.G5S_0989	COG0495	COG0495.OTUcal.v2.450	-
159632143-stool1_revised_C951173_1_gene32482	COG0172	COG0172.OTUcal.v2.2030	motu_linkage_group_18
508703490-stool1_revised_scaffold23490_1_gene48882	COG0541	COG0541.OTUcal.v2.1068	motu_linkage_group_396
MH0011_revised_scaffold27340_1_gene101519	COG0533	COG0533.OTUcal.v2.1710	-
595537.Varpa_3944	COG0016	COG0016.OTUcal.v2.984	-
398767.Glov_3496	COG0552	COG0552.OTUcal.v2.1005	-
553204.CORAM0001_1388	COG0495	COG0495.OTUcal.v2.70	-
1085623.GNIT_0530	COG0552	COG0552.OTUcal.v2.1444	-
698964.CDPW8_1922	COG0215	COG0215.OTUcal.v2.1264	-
990317.SGGBAA2069_c15710	COG0552	COG0552.OTUcal.v2.377	-
527028.bthur0012_36990	COG0552	COG0552.OTUcal.v2.1691	-
765701615-stool1_revised_scaffold50012_1_gene68046	COG0012	COG0012.OTUcal.v2.1585	motu_linkage_group_109
763435843-stool1_revised_scaffold1414_1_gene26912	COG0018	COG0018.OTUcal.v2.824	motu_linkage_group_214
656440.ECKG_03339	COG0525	COG0525.OTUcal.v2.891	motu_linkage_group_607
390236.BAPKO_0625	COG0018	COG0018.OTUcal.v2.1292	-
991791.SMB_G2391	COG0016	COG0016.OTUcal.v2.1091	-
158802708-stool2_revised_scaffold2728_1_gene142280	COG0018	COG0018.OTUcal.v2.1698	motu_linkage_group_536
688245.CtCNB1_4567	COG0495	COG0495.OTUcal.v2.491	-
765074482-stool1_revised_scaffold286_2_gene90288	COG0172	COG0172.OTUcal.v2.1684	motu_linkage_group_341
765074482-stool1_revised_scaffold286_2_gene90289	COG0215	COG0215.OTUcal.v2.1826	motu_linkage_group_341
763536994-stool1_revised_scaffold4709_1_gene21729	COG0012	COG0012.OTUcal.v2.129	motu_linkage_group_374
809635352-stool1_revised_scaffold6778_2_gene97295	COG0172	COG0172.OTUcal.v2.1697	motu_linkage_group_126
MH0080_revised_scaffold55558_1_gene34448	COG0552	COG0552.OTUcal.v2.1994	motu_linkage_group_293
159227541-stool1_revised_scaffold5673_1_gene3401	COG0016	COG0016.OTUcal.v2.1208	motu_linkage_group_405
160178356-stool1_revised_C612078_1_gene56893	COG0018	COG0018.OTUcal.v2.1702	motu_linkage_group_135
764892411-stool1_revised_scaffold27544_5_gene44794	COG0016	COG0016.OTUcal.v2.1734	motu_linkage_group_135
160319967-stool1_revised_scaffold13017_1_gene58878	COG0016	COG0016.OTUcal.v2.306	motu_linkage_group_93
568817.SCc_517	COG0172	COG0172.OTUcal.v2.846	-
640132.Srot_1092	COG0012	COG0012.OTUcal.v2.1153	-
160178356-stool1_revised_C612078_1_gene56895	COG0215	COG0215.OTUcal.v2.1784	motu_linkage_group_135
430558.FTCG_01458	COG0552	COG0552.OTUcal.v2.1442	-
1033802.SSPSH_17370	COG0552	COG0552.OTUcal.v2.1560	-
158802708-stool1_revised_scaffold39004_1_gene7352	COG0018	COG0018.OTUcal.v2.1812	motu_linkage_group_308
763536994-stool2_revised_scaffold23388_2_gene141166	COG0018	COG0018.OTUcal.v2.415	motu_linkage_group_570
235909.GK2638	COG0525	COG0525.OTUcal.v2.730	-
199310.c0642	COG0215	COG0215.OTUcal.v2.928	motu_linkage_group_607
557722.PLES_03701	COG0552	COG0552.OTUcal.v2.773	-
